location,placeSep,lng,lat,fixedP
Palencia,St. Augustine $ United States,-81.38562569999999,30.0261591,VERY DEAR SON$I wrote you at length by the courier who will arrive there to-day$ and sent you a letter for the Lord Chamberlain. I intended to inclose in it a copy of that chapter of the letter from their Highnesses in which they say they will order you placed in possession; but I forgot to do it here. Zamora$ the courier$ came. I read your letter and also those of your uncle and brother and Carbajal$ and felt great pleasure in learning that they had arrived well$ as I had been very anxious about them. Diego Mendez will leave here in three or four days with the order of payment prepared. He will take a long statement of everything and I will write to Juan Velasquez. I desire his friendship and service. I believe that he is a very honourable gentleman. If the Lord Bishop of Palencia has come$ or comes$ tell him how much pleased I have been with his prosperity$ and that if I go there I must stop with his Worship even if he does not wish it$ and that we must return to our first fraternal love. And that he could not refuse it because my service will force him to have it thus. I said that the letter for the Holy Father was sent that his Worship might see it if he was there$ and also the Lord Archbishop of Seville$ as the King might not have opportunity to read it. I have already told you that the petition to their Highnesses must be for the fulfilment of what they wrote me about the possession and of the rest which was promised me. I said that this chapter of the letter must be shown them and said that it must not be delayed$ and that this is advisable for an infinite number of reasons. His Highness may believe that$ however much he gives me$ the increase of his exalted dominions and revenue will be in the proportion of 100 to 1$ and that there is no comparison between what has been done and what is to be done. The sending of a Bishop to Espanola must be delayed until I speak to his Highness. It must not be as in the other cases when it was thought to mend matters and they were spoiled. There have been some cold days here and they have caused me great fatigue and fatigue me now. Commend me to the favour of the Lord Adelantado. May our Lord guard and bless you and your brother. Give my regards to Carbajal and Jeronimo. Diego Mendez will carry a full pouch there. I believe that the affair of which you wrote can be very easily managed. The vessels from the Indies have not arrived from Lisbon. They brought a great deal of gold$ and none for me. So great a mockery was never seen$ for I left there 60$000 pesos smelted. His Highness should not allow so great an affair to be ruined$ as is now taking place. He now sends to the Governor a new provision. I do not know what it is about. I expect letters each day. Be very careful about expenditures$ for it is necessary.
Guinea,Guinea,-9.696645,9.945587,They brought some women and boys with them$ and the fleet must now have had a large number of these willing or unwilling captives. This was the first organised transaction of slavery on the part of Columbus$ whose design was to send slaves regularly back to Spain in exchange for the cattle and supplies necessary for the colonies. There was not very much said now about religious conversion$ but only about exchanging the natives for cattle. The fine point of Christophers philosophy on this subject had been rubbed off; he had taken the first step a year ago on the beach at Guanahani$ and after that the road opened out broad before him. Slaves for cattle$ and cattle for the islands; and wealth from cattle and islands for Spain$ and payment from Spain for Columbus$ and money from Columbus for the redemption of the Holy Sepulchrethese were the links in the chain of hope that bound him to his pious idea. He had seen the same thing done by the Portuguese on the Guinea coast$ and it never occurred to him that there was anything the matter with it. On the contrary$ at this time his idea was only to take slaves from among the Caribs and man-eating islanders as a punishment for their misdeeds; but this$ like his other fine ideas$ soon had to give way before the tide of greed and conquest.
St.,São Tomé and Príncipe,6.613080999999999,0.18636,VERY DEAR SON$I received your letter by the courier. You did well in remaining yonder to remedy our affairs somewhat and to employ yourself now in our business. Ever since I came to Castile$ the Lord Bishop of Palencia has shown me favour and has desired that I should be honoured. Now he must be entreated that it may please him to occupy himself in remedying my many grievances and in ordering that the agreement and letters of concession which their Highnesses gave me be fulfilled$ and that I be indemnified for so many damages. And he may be certain that if their Highnesses do this$ their estate and greatness will be multiplied to them in an incredible degree. And it must not appear to him that forty thousand pesos in gold is more than a representation of it; because they might have had a much greater quantity if Satan had not hindered it by impeding my design; for$ when I was taken away from the Indies$ I was prepared to give them a sum of gold incomparable to forty thousand pesos. I make oath$ and this may be for thee alone$ that the damage to me in the matter of the concessions their Highnesses have made to me$ amounts to ten millions each year$ and never can be made good. You see what will be$ or is$ the injury to their Highnesses in what belongs to them$ and they do not perceive it. I write at their disposal and will strive to start yonder. My arrival and the rest is in the hands of our Lord. His mercy is infinite. What is done and is to be done$ St. Augustine says is already done before the creation of the world. I write also to these other Lords named in the letter of Diego Mendez. Commend me to their mercy and tell them of my going as I have said above. For certainly I feel great fear$ as the cold is so inimical to this$ my infirmity$ that I may have to remain on the road.
Bahamas,The Bahamas,-77.39627999999999,25.03428,Watlings Island$ as it is now called$ or San Salvador$ as Columbus named it$ or Guanahani$ as it was known to the aborigines$ is situated in latitude 24 deg. 6 N.$ and longitude 74 deg 26 W.$ and is an irregularly shaped white sandstone islet in about the middle of the great Bahama Bank. The space occupied by the whole group is shaped like an irregular triangle extending from the Navidad Bank in the Caribbean Sea at the south-east corner$ to Bahama Island in Florida Strait on the north$ about 200 miles. The south side trends west by north for 600 miles$ and the north side north-west by north 720 miles. Most of the islands and small rocks in this group$ called Keys or Cays$ are very low$ and rise only a few feet above the sea; the highest is about 400 feet high. They are generally situated on the edge of coral and sand banks$ some of which are of a very dangerous character. They are thinly wooded$ except in the case of one or two of the larger islands which contain timber of moderate dimensions. The climate of the Bahamas is mild and temperate$ with refreshing sea breezes in the hottest months; and there is a mean temperature of 75 deg. from November to April. Watlings Island is about twelve miles in length by six in breadth$ with rocky shores slightly indented. The greater part of its area is occupied by salt-water lagoons$ separated from one another by small wooded hills from too to 140 feet high. There is plenty of grass; indeed the island is now considered to be the most fertile in the Bahamas$ and raises an excellent breed of cattle and sheep. In common with the other islands of the group it was originally settled by the Spaniards$ and afterwards by the British$ who were driven from the Bahamas again by the Spanish in the year 1641. After a great deal of changing hands they were ceded to Great Britain in 1783$ and have remained in her possession ever since. In 1897 the population of the whole group was estimated at 52$000 the whites being in the proportion of one to six of the coloured population. Watlings Island contains about 600 inhabitants scattered over the surface$ with a small settlement called Cockburn Town on the west side$ nearly opposite the landfall of Columbus. The seat of the local government is in the island of New Providence$ and the inhabitants of Watlings Island and of Rum Cay unite in sending one representative to the House of Assembly. It is high water$ full and change$ at Watlings Island at 7 h. 40 m.$ as it was in the days of Columbus; and these facts form about the sum of the worlds knowledge of and interest in Watlings Island to-day.
Los,Columbus $ United States,-94.84222,37.1704812,While he was waiting for their summons at Los Palacios$ a small town near Seville$ he was the guest of the curate of that place$ Andrez Bernaldez$ who had been chaplain to Christophers old friend DEA$ the Archbishop of Seville. This good priest evidently proved a staunch friend to Columbus at this anxious period of his life$ for the Admiral left many important papers in his charge when he again left Spain$ and no small part of the scant contemporary information about Columbus that has come down to us is contained in the Historia de los Reyes Catolicos$ which Bernaldez wrote after the death of Columbus.
Cardinal,Irvine $ United States,-117.7219155,33.6990751,At the house of Alonso de Quintanilla$ however$ Columbus was not altogether wasting his time. He met there some of the great persons of the Court$ among them the celebrated Pedro Gonzalez de Mendoza$ Archbishop of Toledo and Grand Cardinal of Spain. This was far too great a man to be at this time anything like a friend of Columbus; but Columbus had been presented to him; the Cardinal would know his name$ and what his business was; and that is always a step towards consideration. Cabrero$ the royal Chamberlain$ was also often a fellow-guest at the Treasurers table; and with him Columbus contracted something like a friendship. Every one who met him liked him; his dignity$ his simplicity of thought and manner$ his experience of the sea$ and his calm certainty and conviction about the stupendous thing which he proposed to do$ could not fail to attract the liking and admiration of those with whom he came in contact. In the meantime a committee appointed by the Queen sat upon his proposals. The committee met under the presidentship of Hernando de Talavera$ the prior of the monastery of Santa Maria del Prado$ near Valladolid$ a pious ecclesiastic$ who had the rare quality of honesty$ and who was therefore a favourite with Queen Isabella; she afterwards created him Archbishop of Granada. He was not$ however$ poor honest soul! quite the man to grasp and grapple with this wild scheme for a voyage across the ocean. Once more Columbus$ as in Portugal$ set forth his views with eloquence and conviction; and once more$ at the tribunal of learning$ his unlearned proposals were examined and condemned. Not only was Columbuss Idea regarded as scientifically impossible$ but it was also held to come perilously near to heresy$ in its assumption of a state of affairs that was clearly at variance with the writings of the Fathers and the sacred Scriptures themselves.
Gibraltar,Gibraltar,-5.353585,36.140751,It is another illustration of the way in which discovery and imagination had hitherto gone by steps and not by flights$ that geographical knowledge reached the islands of the Atlantic (none of which were at a very great distance from the coast of Europe or from each other) at a comparatively early date$ and stopped there until in Columbus there was found a man with faith strong enough to make the long flight beyond them to the unknown West. And yet the philosophers$ and later the cartographers$ true to their instinct for this pedestrian kind of imagination$ put mythical lands and islands to the westward of the known islands as though they were really trying to make a way$ to sink stepping stones into the deep sea that would lead their thoughts across the unknown space. In the Catalan map of the world$ which was the standard example of cosmography in the early days of Columbus$ most of these mythical islands are marked. There was the island of Antilia$ which was placed in 25 deg. 35 W.$ and was said to have been discovered by Don Roderick$ the last of the Gothic kings of Spain$ who fled there after his defeat by the Moors. There was the island of the Seven Cities$ which is sometimes identified with this Antilia$ and was the object of a persistent belief or superstition on the part of the inhabitants of the Canary Islands. They saw$ or thought they saw$ about ninety leagues to the westward$ an island with high peaks and deep valleys. The vision was intermittent; it was only seen in very clear weather$ on some of those pure$ serene days of the tropics when in the clear atmosphere distant objects appear to be close at hand. In cloudy$ and often in clear weather also$ it was not to be seen at all; but the inhabitants of the Canaries$ who always saw it in the same place$ were so convinced of its reality that they petitioned the King of Portugal to allow them to go and take possession of it; and several expeditions were in fact despatched$ but none ever came up with that fairy land. It was called the island of the Seven Cities from a legend of seven bishops who had fled from Spain at the time of the Moorish conquest$ and$ landing upon this island$ had founded there seven splendid cities. There was the island of St. Brandan$ called after the Saint who set out from Ireland in the sixth century in search of an island which always receded before his ships; this island was placed several hundred miles to the west of the Canaries on maps and charts through out the fifteenth and sixteenth centuries. There was the island of Brazil$ to the west of Cape St. Vincent; the islands of Royllo$ San Giorgio$ and Isola di Mam; but they were all islands of dreams$ seen by the eyes of many mariners in that imaginative time$ but never trodden by any foot of man. To Columbus$ however$ and the mariners of his day$ they were all real places$ which a man might reach by special good fortune or heroism$ but which$ all things considered$ it was not quite worth the while of any man to attempt to reach. They have all disappeared from our charts$ like the Atlantis of Plato$ that was once charted to the westward of the Straits of Gibraltar$ and of which the Canaries were believed to be the last peaks unsubmerged.
Ireland,Ireland,-7.692053599999999,53.1423672, p127.jpg (55K) The Palos that witnessed the fitting out of the ships of Columbus exists no longer. The soul is gone from it; the trade that in those days made it great and busy has floated away from it into other channels; and it has dwindled and shrunk$ until to-day it consists of nothing but a double street of poor white houses$ such almost as you may see in any sea-coast village in Ireland. The slow salt tides of the Atlantic come flooding in over the Manto bank$ across the bar of Saltes$ and$ dividing at the tongue of land that separates the two rivers$ creep up the mud banks of the Tinto and the Odiel until they lie deep beside the wharves of Huelva and Palos; but although Huelva still has a trade the tides bring nothing to Palos$ and take nothing away with them again. From La Rabida now you can no longer see$ as Columbus saw$ fleets of caravels lying-to and standing off and on outside the bar waiting for the flood tide; only a few poor boats fishing for tunny in the empty sunny waters$ or the smoke of a steamer standing on her course for the Guadalquiver or Cadiz.
Segovia,Segovia $ Spain,-4.108806899999999,40.9429032,From Segovia Columbus followed the Court to Salamanca and thence to Valladolid$ where his increasing illness kept him a prisoner after the Court had left to greet Philip and Juana. He had been in attendance upon it for nearly a year$ and without any results: and now$ as his infirmity increased$ he turned to the settling of his own affairs$ and drawing up of wills and codicilsall very elaborate and precise. In these occupations his worldly affairs were duly rounded off; and on May 19$ 1506$ having finally ratified a will which he had made in Segovia a year before$ in which the descent of his honours was entailed upon Diego and his heirs$ or failing him Ferdinand and his heirs$ or failing him Bartholomew and his heirs$ he turned to the settlement of his soul.
Italy,Italy,12.56738,41.87194,The Admiral$ however$ was not to be so lonely a person as he had been on his first voyage; friends of his own choice and of a rank that made intimacy possible even with the Captain-General were to accompany him. There was James his brother; there was Friar Bernardo Buil$ a Benedictine monk chosen by the Pope to be his apostolic vicar in the New World; there was Alonso de Ojeda$ a handsome young aristocrat$ cousin to the Inquisitor of Spain$ who was distinguished for his dash and strength and pluck; an ideal adventurer$ the idol of his fellows$ and one of whose daring any number of credible and incredible tales were told. There was Pedro Margarite$ a well-born Aragonese$ who was destined afterwards to cause much trouble; there was Juan Ponce de Leon$ the discoverer of Florida; there was Juan de La Cosa$ Columbuss faithful pilot on the Santa Maria on his first voyage; there was Pedro de Las Casas$ whose son$ at this time a student in Seville$ was afterwards to become the historian of the New World and the champion of decency and humanity there. There was also Doctor Chanca$ a Court physician who accompanied the expedition not only in his professional capacity but also because his knowledge of botany would enable him to make$ a valuable report on the vegetables and fruits of the New World; there was Antonio de Marchena$ one of Columbuss oldest friends$ who went as astronomer to the expedition. And there was one Coma$ who would have remained unknown to this day but that he wrote an exceedingly elegant letter to his friend Nicolo Syllacio in Italy$ describing in flowery language the events of the second voyage; which letter$ and one written by Doctor Chanca$ are the only records of the outward voyage that exist. The journal kept by Columbus on this voyage has been lost$ and no copy of it remains.
York,York $ United Kingdom,-1.0872979,53.95996510000001,But in the meanwhile the Chapter of the cathedral in San Domingo had made new discoveries and examinations; had found another box of bones$ which bore to them authentic signs that the dust it contained was the Admirals and not his grandsons; and in spite of the Academy of History at Madrid$ it is indeed far from unlikely that the Admirals dust does not lie in Spain or Cuba$ but in San Domingo still. Whole books have been written about these boxes of bones; learned societies have argued about them$ experts have examined the bones and the boxes with microscopes; and meantime the dust of Columbus$ if we take the view that an error was committed in the transference to Cuba$ is not even collected all in one box. A sacrilegious official acquired some of it when the boxes were opened$ and distributed it among various curiosity-hunters$ who have preserved it in caskets of crystal and silver. Thus a bit of him is worn by an American lady in a crystal locket; a pinch of him lies in a glass vial in a New York mansion; other pinches in the Lennox Library$ New York$ in the Vatican$ and in the University of Pavia. In such places$ if the Admiral should fail to appear at the first note of their trumpets$ must the Angels of the Resurrection make search.
Europe,Europe,15.2551187,54.5259614,After that there was never any more resistance; it was simply a case of extermination$ which the Spaniards easily accomplished by cutting of the heads of women as they passed by$ and impaling infants and little children on their lances as they rode through the villages. Thus$ in the twelve years since the discovery of Columbus$ between half a million and a million natives$ perished; and as the Spanish colonisation spread afterwards from island to island$ and the banner of civilisation and Christianity was borne farther abroad throughout the Indies$ the same hideous process was continued. In Cuba$ in Jamaica$ throughout the Antilles$ the cross and the sword$ the whip-lash and the Gospel advanced together; wherever the Host was consecrated$ hideous cries of agony and suffering broke forth; until happily$ in the fulness of time$ the dire business was complete$ and the whole of the people who had inhabited this garden of the world were exterminated and their blood and race wiped from the face of the earth . . . . Unless$ indeed$ blood and race and hatred be imperishable things; unless the faithful Earth that bred and reared the race still keeps in her soil$ and in the waving branches of the trees and the green grasses$ the sacred essences of its blood and hatred; unless in the full cycle of Time$ when that suffering flesh and blood shall have gone through all the changes of substance and condition$ from corruption and dust through flowers and grasses and trees and animals back into the living body of mankind again$ it shall one day rise up terribly to avenge that horror of the past. Unless Earth and Time remember$ O Children of the Sun! for men have forgotten$ and on the soil of your Paradise the African negro$ learned in the vices of Europe$ erects his monstrous effigy of civilisation and his grotesque mockery of freedom; unless it be through his brutish body$ into which the blood and hatred with which the soil of Espanola was soaked have now passed$ that they shall dreadfully strike at the world again.
Columbus,Columbus $ United States,-82.99879419999999,39.9611755,A face that will not look upon you can never give up its secret to you; and the face of the sea is like the face of a picture or a statue round which you may circle$ looking at it from this point and from that$ but whose regard is fixed on something beyond and invisible to you; or it is like the face of a person well known to you in life$ a face which you often see in various surroundings$ from different angles$ now unconscious$ now in animated and smiling intercourse with some one else$ but which never turns upon you the light of friendly knowledge and recognition; in a word$ it is unconscious of you$ like all elemental things. In the legend of the Creation it is written that when God saw the gathering together of the waters which he called the Seas$ he saw that it was good; and he perhaps had the right to say so. But the man who uses the sea and whose lifes pathway is laid on its unstable surface can hardly sum up his impressions of it so simply as to say that it is good. It is indeed to him neither good nor bad; it is utterly beyond and outside all he knows or invents of good and bad$ and can never have any concern with his good or his bad. It remains the pathway and territory of powers and mysteries$ thoughts and energies on a gigantic and elemental scale; and that is why the mind of man can never grapple with the unconsciousness of the sea or his eye meet its eye. Yet it is the mariners chief associate$ whether as adversary or as ally; his attitude to things outside himself is beyond all doubt influenced by his attitude towards it; and a true comprehension of the man Columbus must include a recognition of this constant influence on him$ and of whatever effect lifelong association with so profound and mysterious an element may have had on his conduct in the world of men. Better than many documents as an aid to our understanding of him would be intimate association with the sea$ and prolonged contemplation of that face with which he was so familiar. We can never know the heart of it$ but we can at least look upon the face$ turned from us though it is$ upon which he looked. Cloud shadows following a shimmer of sunlit ripples; lines and runes traced on the surface of a blank calm; salt laughter of purple furrows with the foam whipping off them; tides and eddies$ whirls$ overfalls$ ripples$ breakers$ seas mountains high-they are but movements and changing expressions on an eternal countenance that once held his gaze and wonder$ as it will always hold the gaze and wonder of those who follow the sea.
Lajes,Lajes$ Praia da Vitória $ Portugal,-27.0869431,38.75388,Three vessels were at last secured. The first$ named the Santa Maria$ was the largest$ and was chosen to be the flagship of Columbus. She was of about one hundred tons burden$ and would be about ninety feet in length by twenty feet beam. She was decked over$ and had a high poop astern and a high forecastle in the bows. She had three masts$ two of them square-rigged$ with a latine sail on the mizzen mast; and she carried a crew of fifty-two persons. Where and how they all stowed themselves away is a matter upon which we can only make wondering guesses; for this ship was about the size of an ordinary small coasting schooner$ such as is worked about the coasts of these islands with a crew of six or eight men. The next largest ship was the Pinta$ which was commanded by Martin Alonso Pinzon$ who took his brother Francisco with him as sailing-master. The Pinta was of fifty tons burden$ decked only at the bow and stern$ and the fastest of the three ships; she also had three masts. The third ship was a caravel of forty tons and called the Nina; she belonged to Juan Nino of Palos. She was commanded by Vincenti Pinzon$ and had a complement of eighteen men. Among the crew of the flagship$ whose names and places of residence are to be found in the Appendix$ were an Englishman and an Irishman. The Englishman is entered as Tallarte de Lajes (Ingles)$ who has been ingeniously identified with a possible Allard or AEthelwald of Winchelsea$ there having been several generations of Allards who were sailors of Winchelsea in the fifteenth century. Sir Clements Markham thinks that this Allard may have been trading to Coruna and have married and settled down at Lajes. There is also Guillermo Ires$ an Irishman from Galway.
Fe,Province of Ferrara$ Italy,11.7644068,44.76636800000001,After the wedding of Prince Juan in March 1497$ when Queen Isabella had more time to give to external affairs$ the promise to Columbus was again remembered$ and his position was considered in detail. An order was made (April 23rd$ 1497)$ restoring to the Admiral the original privileges bestowed upon him at Santa Fe. He was offered a large tract of land in Espanola$ with the title of Duke; but much as he hankered after titular honours$ he was for once prudent enough to refuse this gift. His reason was that it would only further damage his influence$ and give apparent justification to those enemies who said that the whole enterprise had been undertaken merely in his own interests; and it is possible also that his many painful associations with Espanola$ and the bloodshed and horrors that he had witnessed there$ had aroused in his superstitious mind a distaste for possessions and titles in that devastated Paradise. Instead$ he accepted a measure of relief from the obligations incurred by his eighth share in the many unprofitable expeditions that had been sent out during the last three years$ agreeing for the next three years to receive an eighth share of the gross income$ and a tenth of the net profits$ without contributing anything to the cost. His appointment of Bartholomew to the office of Adelantado$ which had annoyed Ferdinand$ was now confirmed; the universal license which had been granted to Spanish subjects to settle in the new lands was revoked in so far as it infringed the Admirals privileges; and he was granted a force of 330 officers$ soldiers$ and artificers to be at his personal disposal in the prosecution of his next voyage.
Cipango,藤沢市 $ Japan,139.486402,35.338089,If the other islands had seemed beautiful to him$ Cuba seemed like heaven itself. The mountains grandly rising in the interior$ the noble rivers and long sweeping plains$ the headlands melting into the clear water$ and the gorgeous colours and flowers and birds and insects on land acted like a charm on Columbus and his sailors. As they entered the river they lowered a boat in order to go ahead and sound for an anchorage; and two native canoes put off from the shore$ but$ when they saw the boat approaching$ fled again. The Admiral landed and found two empty houses containing nets and hooks and fishing-lines$ and one of the strange silent dogs$ such as they had encountered on the other islanddogs that pricked their ears and wagged their tails$ but that never barked. The Admiral$ in spite of his greed for gold and his anxiety to free the people of the island$ was now acting much more discreetly$ and with the genuine good sense which he always possessed and which was only sometimes obscured. He would not allow anything in the empty houses to be disturbed or taken away$ and whenever he saw the natives he tried to show them that he intended to do them no harm$ and to win their good will by making them presents of beads and toys for which he would take no return. As he went on up the river the scenery became more and more enchanting$ so that he felt quite unhappy at not being able to express all the wonders and beauties that he saw. In the pure air and under the serene blue of the sky those matchless hues of blossom and foliage threw a rainbow-coloured garment on either bank of the river; the flamingoes$ the parrots and woodpeckers and humming-birds calling to one another and flying among the tree-tops$ made the upper air also seem alive and shot with all the colours of the rainbow. Humble Christopher$ walking amid these gorgeous scenes$ awed and solemnised by the strangeness and magnificence of nature around him$ tries to identify something that he knows; and thinks$ that amid all these strange chorusings of unknown birds$ he hears the familiar note of a nightingale. Amid all his raptures$ however$ the main chance is not forgotten; everything that he sees he translates into some terms of practical utility. Just as on the voyage out every seaweed or fish or flying bird that he saw was hailed by him as a sign that land was near$ so amid the beauty of this virgin world everything that he sees is taken to indicate either that he is close upon the track of the gold$ or that he must be in Cipango$ or that the natives will be easy to convert to Christianity. In the fragrance of the woods of Cuba$ Columbus thought that he smelled Oriental spices$ which Marco Polo had described as abounding in Cipango; when he walked by the shore and saw the shells of pearl oysters$ he believed the island to be loaded with pearls and precious stones; when he saw a scrap of tinsel or bright metal adorning a native$ he argued that there was a gold mine close at hand. And so he went on in an increasing whirl of bewildering enchantment from anchorage to anchorage and from island to island$ always being led on by that yellow will o-the-wisp$ gold$ and always believing that the wealth of the Orient would be his on the morrow. As he coasted along towards the west he entered the river which he called Rio de Mares. He found a large village here full of palm-branch houses furnished with chairs and hammocks and adorned with wooden masks and statues; but in spite of his gentleness and offer of gifts the inhabitants all fled to the mountains$ while he and his men walked curiously through the deserted houses.
Provence,Provence$ France,6.2116438,44.0144936,In this faith$ then$ and with this equipment$ and about the year 1465$ Christopher Columbus began his sea travels. His voyages would be doubtless at first much along the coasts$ and across to Alexandria and the Islands. There would be returnings to Genoa$ and glad welcomings by the little household in the narrow street; in 1472 and 1473 he was with his father at Savona$ helping with the wool-weaving and tavern-keeping; possibly also there were interviews with Benincasa$ who was at that time living in Genoa$ and making his famous sea-charts. Perhaps it was in his studio that Christopher first saw a chart$ and first fell in love with the magic that can transfer the shapes of oceans and continents to a piece of paper. Then he would be off again in another ship$ to the Golden Horn perhaps$ or the Black Sea$ for the Genoese had a great Crimean trade. This is all conjecture$ but very reasonable conjecture; what we know for a fact is that he saw the white gum drawn from the lentiscus shrubs in Chio at the time of their flowering; that fragrant memory is preserved long afterwards in his own writings$ evoked by some incident in the newly-discovered islands of the West. There are vague rumours and stories of his having been engaged in various expeditionsamong them one fitted out in Genoa by John of Anjou to recover the kingdom of Naples for King Rene of Provence; but there is no reason to believe these rumours: good reason to disbelieve them$ rather.
Villegio,Clifton $ United States,-77.38670800000001,38.7806606,Columbus was not far wrong in his estimate of the effect likely to be produced by his manacles$ and when the ships of Villegio arrived at Cadiz in October$ the spectacle of an Admiral in chains produced a degree of commiseration which must have exceeded his highest hopes. He was now in his fiftieth year and of an extremely venerable appearance$ his kindling eye looking forth from under brows of white$ his hair and beard snow-white$ his face lined and spiritualised with suffering and sorrow. It must be remembered that before the Spanish people he had always appeared in more or less state. They had not that intimacy with him$ an intimacy which perhaps brought contempt$ which the people in Espanola enjoyed; and in Spain$ therefore$ the contrast between his former grandeur and this condition of shame and degradation was the more striking. It was a fact that the people of Spain could not neglect. It touched their sense of the dramatic and picturesque$ touched their hearts also perhapshearts quick to burn$ quick to forget. They had forgotten him before$ now they burned with indignation at the picture of this venerable and much-suffering man arriving in disgrace.
Galway,Galway $ Ireland,-9.0567905,53.270668,Allard and William$ shuffling into the recruiting office in Palos$ doubtless think that this is a strange place for them to meet$ and rather a wild business that they are embarked upon$ among all these bloody Spaniards. Some how I feel more confidence in Allard than in William$ knowing$ as I do so well$ this William of Galway$ whether on his native heath or in the strange and distant parts of the world to which his sanguine temperament leads him. Alas$ William$ you are but the first of a mighty stream that will leave the Old Country for the New World; the world destined to be good for the fortunes of many from the Old Country$ but for the Old Country itself not good. Little does he know$ drunken William$ willing to be on hand where there is adventure brewing$ and to be after going with the boys and getting his health on the salt water$ what a path of hope for those who go$ and of heaviness for those who stay behind$ he is opening up . . . . Farewell$ William; I hope you were not one of those whom they let out of gaol.
Malaga,Málaga$ Spain,-4.4213988,36.7212737,In the meantime he was to have a change of scene. Isabella followed Ferdinand to the siege of Malaga$ where the Court was established; and as there were intervals in which other than military business might be transacted$ Columbus was ordered to follow them in case his affairs should come up for consideration. They did not; but the man himself had an experience that may have helped to keep his thoughts from brooding too much on his unfulfilled ambition. Years afterwards$ when far away on lonely seas$ amid the squalor of a little ship and the staggering buffets of a gale$ there would surely sometimes leap into his memory a brightly coloured picture of this scene in the fertile valley of Malaga: the silken pavilions of the Court$ the great encampment of nobility with its arms and banners extending in a semicircle to the seashore$ all glistening and moving in the bright sunshine. There was added excitement at this time at an attempt to assassinate Ferdinand and Isabella$ a fanatic Moor having crept up to one of the pavilions and aimed a blow at two people whom he mistook for the King and Queen. They turned out to be Don Alvaro de Portugal$ who was dangerously wounded$ and Columbuss friend$ the Marquesa de Moya$ who was unhurt; but it was felt that the King and Queen had had a narrow escape. The siege was raised on the 18th of August$ and the sovereigns went to spend the winter at Zaragoza; and Columbus$ once more condemned to wait$ went back to Cordova.
Espaniola,Darmstadt $ Germany,8.6439868,49.87816489999999,They stayed two days in the harbour of Saint Nicholas$ and then began to coast eastwards along the shores of Espaniola. Their best progress was made at dawn and sunset$ when the land breeze blew off the island; and during the day they encountered a good deal of colder weather and easterly winds$ which made their progress slow. Every day they put in at one or other of the natural harbours in which that beautiful coast abounds; every day they saw natives on the shores who generally fled at their approach$ but were often prevailed upon to return and to converse with the natives on board the Admirals ship$ and to receive presents and bring parrots and bits of gold in exchange. On one day a party of men foraging ashore saw a beautiful young girl$ who fled at their approach; and they chased her a long way through the woods$ finally capturing her and bringing her on board. Columbus caused her to be clotheddoubtless a diverting occupation for Rodrigo$ Juan$ Garcia$ Pedro$ William$ and the rest of them$ although for the poor$ shy$ trembling captive not diverting at alland sent her ashore again loaded with beads and brass ringsto act as a decoy. Having sown this good seed the Admiral waited for a night$ and then sent a party of men ashore$ well prepared with arms and adapted for such an affair$ to have some conversation with the people. The innocent harvest was duly reaped; the natives met the Spaniards with gifts of food and drink$ and understanding that the Admiral would like to have a parrot$ they sent as many parrots as were wanted. The husband of the girl who had been captured and clothed came back with her to the shore with a large body of natives$ in order to thank the Admiral for his kindness and clemency; and their confidence was not misplaced$ as the Admiral did not at that moment wish to do any more kidnapping. The Spaniards were more and more amazed and impressed with the beauty and fertility of these islands. The lands were more lovely than the finest land in Castile; the rivers were large and wide$ the trees green and full of fruit$ the grasses knee-deep and starred with flowers; the birds sang sweetly all night; there were mastic trees and aloes and plantations of cotton. There was fishing in plenty; and if there were not any gold mines immediately at hand$ they here sure to be round the next headland or$ at the farthest$ in the next island. The people$ too$ charmed and delighted the Admiral$ who saw in them a future glorious army of souls converted to the Christian religion. They were taller and handsomer than the inhabitants of the other islands$ and the women much fairer; indeed$ if they had not been so much exposed to the sun$ and if they could only be clothed in the decent garments of civilisation$ the Admiral thought that their skins would be as white as those of the women of Spainwhich was only another argument for bringing them within the fold of the Holy Catholic Church. The men were powerful and apparently harmless; they showed no truculent or suspicious spirit; they had no knowledge of arms; a thousand of them would not face three Christians; and
Calicut,Kozhikode $ India,75.78041,11.2587531,The gate to the gold and pearls is now open$ and plenty of everythingprecious stones$ spices and a thousand other thingsmay be surely expected$ and never could a worse misfortune befall me: for by the name of our Lord the first voyage would yield them just as much as would the traffic of Arabia Felix as far as Mecca$ as I wrote to their Highnesses by Antonio de Tomes in my reply respecting the repartition of the sea and land with the Portuguese; and afterwards it would equal that of Calicut$ as I told them and put in writing at the monastery of the Mejorada.
Morocco,Morocco,-7.092619999999999,31.791702,Columbuss ships were on the point of sailing when word came that the Moors were besieging a Portuguese post on the coast of Morocco$ and$ as civility was now the order of the day between Spain and Portugal$ the Admiral was instructed to call on his way there and afford some relief. This he did$ sailing from Cadiz on the 9th or 10th of May to Ercilla on the Morocco coast$ where he anchored on the 13th. But the Moors had all departed and the siege was over; so Columbus$ having sent Bartholomew and some of his officers ashore on a civil visit$ which was duly returned$ set out the same day on his last voyage.
